UOV,UOV_vinegars,UOVp,UOVp_vinegars, UOV2, UOVp2_vinegars,keygen,keygenp
0.110683,1,6.92405e-310,0,0.257087,1,9.03597,11.1492,0.0509231,0.0520998
0.104719,1,6.92405e-310,0,0.268267,1,9.03597,11.1492,0.0503656,0.0485899
0.101065,1,6.92405e-310,0,0.407895,2,9.03597,11.1492,-0.952775,0.0476663
0.102679,1,6.92405e-310,0,0.393389,2,9.03597,11.1492,0.0471458,0.0487727
0.12317,1,6.92405e-310,0,0.220956,1,9.03597,11.1492,0.0709637,0.0524223
0.116767,1,6.92405e-310,0,0.206664,1,9.03597,11.1492,0.0497294,0.065234
0.134941,1,6.92405e-310,0,1.07756,4,9.03597,11.1492,0.055453,0.0805232
0.142479,1,6.92405e-310,0,0.234804,1,9.03597,11.1492,0.0467552,0.0568071
0.103916,1,6.92405e-310,0,0.225487,1,9.03597,11.1492,0.057313,0.0496372
0.114528,1,6.92405e-310,0,0.199925,1,9.03597,11.1492,0.0471604,-0.950857
0.107497,1,6.92405e-310,0,0.217817,1,9.03597,11.1492,0.0471498,0.0494262
0.167311,1,6.92405e-310,0,0.244942,1,9.03597,11.1492,0.0526092,0.0490524
0.125104,1,6.92405e-310,0,0.790613,3,9.03597,11.1492,0.0505719,0.0672905
0.104282,1,6.92405e-310,0,0.265227,1,9.03597,11.1492,0.0687933,0.0470954
0.107108,1,6.92405e-310,0,0.883519,4,9.03597,11.1492,0.0478409,0.0503567
0.134876,1,6.92405e-310,0,0.455959,2,9.03597,11.1492,0.0579584,0.0586737
0.105629,1,6.92405e-310,0,0.232764,1,9.03597,11.1492,0.055935,0.0487479
0.121514,1,6.92405e-310,0,0.235152,1,9.03597,11.1492,0.0740661,0.0495196
0.105672,1,6.92405e-310,0,0.635007,3,9.03597,11.1492,0.0507588,0.0475825
0.11359,1,6.92405e-310,0,0.672734,3,9.03597,11.1492,0.0484996,0.0675281
0.102883,1,6.92405e-310,0,0.253892,1,9.03597,11.1492,0.0688926,0.0490203
0.106743,1,6.92405e-310,0,0.229027,1,9.03597,11.1492,-0.944943,0.0579727
0.103374,1,6.92405e-310,0,0.481657,2,9.03597,11.1492,0.0479758,0.0476198
0.138811,1,6.92405e-310,0,0.185011,1,9.03597,11.1492,0.0548697,0.0551809
0.100995,1,6.92405e-310,0,0.485944,2,9.03597,11.1492,0.0467906,0.0461733
0.106258,1,6.92405e-310,0,0.210252,1,9.03597,11.1492,0.0540458,0.047314
0.112825,1,6.92405e-310,0,0.51222,2,9.03597,11.1492,0.045507,0.0512095
0.119378,1,6.92405e-310,0,0.303757,1,9.03597,11.1492,0.0492568,0.0544854
0.108218,1,6.92405e-310,0,0.225039,1,9.03597,11.1492,0.0477999,0.0495771
0.105317,1,6.92405e-310,0,0.442653,2,9.03597,11.1492,0.0536808,0.0482974
0.147706,1,6.92405e-310,0,0.337319,1,9.03597,11.1492,0.056158,0.0582859
0.102073,1,6.92405e-310,0,0.183083,1,9.03597,11.1492,0.0475057,0.0475606
0.105012,1,6.92405e-310,0,0.431938,2,9.03597,11.1492,0.0490778,0.0492288
0.104101,1,6.92405e-310,0,0.406113,2,9.03597,11.1492,0.0558267,0.0487808
0.102757,1,6.92405e-310,0,0.426177,2,9.03597,11.1492,0.0488141,0.0482926
0.0993242,1,6.92405e-310,0,0.254651,1,9.03597,11.1492,0.0484031,0.0479202
0.10415,1,6.92405e-310,0,0.277169,1,9.03597,11.1492,0.0502881,0.0461728
0.106282,1,6.92405e-310,0,0.261573,1,9.03597,11.1492,0.053752,0.0549952
0.10789,1,6.92405e-310,0,0.508224,2,9.03597,11.1492,0.05931,0.062685
0.101209,1,6.92405e-310,0,0.435311,2,9.03597,11.1492,0.04624,0.0478872
0.101831,1,6.92405e-310,0,0.472078,2,9.03597,11.1492,0.0476856,0.0472271
0.102489,1,6.92405e-310,0,0.231217,1,9.03597,11.1492,0.0473899,0.05031
0.1034,1,6.92405e-310,0,0.250478,1,9.03597,11.1492,0.0468039,0.0480978
0.112066,1,6.92405e-310,0,0.497768,2,9.03597,11.1492,0.0478715,0.0539819
0.110673,1,6.92405e-310,0,0.46852,2,9.03597,11.1492,0.0487338,0.0485114
0.106388,1,6.92405e-310,0,0.424605,2,9.03597,11.1492,0.0586722,0.0477465
0.105084,1,6.92405e-310,0,0.274479,1,9.03597,11.1492,0.0503371,0.046971
0.106479,1,6.92405e-310,0,0.289179,2,9.03597,11.1492,0.0494962,0.0513837
0.106735,1,6.92405e-310,0,0.180731,1,9.03597,11.1492,0.0516479,0.0481762
0.112594,1,6.92405e-310,0,0.245819,1,9.03597,11.1492,0.0621777,0.0531038
0.110374,1,6.92405e-310,0,0.477778,2,9.03597,11.1492,0.0493209,0.0495814
0.103011,1,6.92405e-310,0,0.487933,2,9.03597,11.1492,-0.952516,0.0573092
0.13104,1,6.92405e-310,0,0.272694,1,9.03597,11.1492,0.0586086,0.0495123
0.109407,1,6.92405e-310,0,0.291078,1,9.03597,11.1492,-0.949966,0.0496432
0.105923,1,6.92405e-310,0,0.262353,1,9.03597,11.1492,0.0484305,0.0503386
0.106028,1,6.92405e-310,0,0.847534,4,9.03597,11.1492,0.0463466,0.0480518
0.109627,1,6.92405e-310,0,0.19818,1,9.03597,11.1492,0.0480632,0.0467709
0.138765,1,6.92405e-310,0,0.522661,2,9.03597,11.1492,0.0510136,0.0563613
0.12525,1,6.92405e-310,0,0.783723,3,9.03597,11.1492,0.0680724,0.0688559
0.12828,1,6.92405e-310,0,0.25878,1,9.03597,11.1492,0.0667031,0.0605334
0.113268,1,6.92405e-310,0,0.245594,1,9.03597,11.1492,0.047668,0.0469208
0.145553,1,6.92405e-310,0,0.188998,1,9.03597,11.1492,0.0503236,0.0486921
0.124456,1,6.92405e-310,0,0.757647,3,9.03597,11.1492,0.0709928,0.0638103
0.124998,1,6.92405e-310,0,0.315553,1,9.03597,11.1492,0.0630653,0.0673893
0.126492,1,6.92405e-310,0,0.261363,1,9.03597,11.1492,0.0688279,0.0701102
0.128791,1,6.92405e-310,0,0.225248,1,9.03597,11.1492,0.0685802,0.0679898
0.133285,1,6.92405e-310,0,0.301362,1,9.03597,11.1492,0.0480367,0.0542236
0.10156,1,6.92405e-310,0,0.387334,2,9.03597,11.1492,0.0480507,0.0477403
0.107083,1,6.92405e-310,0,0.483858,2,9.03597,11.1492,0.0484689,0.0470101
0.106944,1,6.92405e-310,0,0.444252,2,9.03597,11.1492,0.048347,0.0480284
0.132189,1,6.92405e-310,0,0.953078,5,9.03597,11.1492,0.0512597,0.0469268
0.104038,1,6.92405e-310,0,0.512255,2,9.03597,11.1492,0.0490043,0.0483722
0.142477,1,6.92405e-310,0,0.468502,2,9.03597,11.1492,0.0590758,0.0515903
0.108907,1,6.92405e-310,0,0.228686,1,9.03597,11.1492,0.0473025,0.0480421
0.105221,1,6.92405e-310,0,0.405389,2,9.03597,11.1492,0.0459743,0.0539066
0.103997,1,6.92405e-310,0,0.641037,3,9.03597,11.1492,0.0471707,0.047375
0.106499,1,6.92405e-310,0,0.229531,1,9.03597,11.1492,0.0492728,-0.953102
0.13686,1,6.92405e-310,0,0.328934,1,9.03597,11.1492,0.0487252,0.0479624
0.138259,1,6.92405e-310,0,0.471714,2,9.03597,11.1492,0.0470746,0.0556351
0.102808,1,6.92405e-310,0,0.299649,1,9.03597,11.1492,0.0487371,0.052578
0.109116,1,6.92405e-310,0,0.286458,2,9.03597,11.1492,0.049745,0.045296
0.103463,1,6.92405e-310,0,0.204446,1,9.03597,11.1492,0.0469818,0.0459304
0.101873,1,6.92405e-310,0,0.267636,1,9.03597,11.1492,0.0470043,0.0458291
0.100569,1,6.92405e-310,0,0.18318,1,9.03597,11.1492,0.0455449,0.0463463
0.105658,1,6.92405e-310,0,0.224127,1,9.03597,11.1492,0.0462895,0.0461635
0.136683,1,6.92405e-310,0,0.211091,1,9.03597,11.1492,0.0511493,0.048658
0.101376,1,6.92405e-310,0,0.245588,1,9.03597,11.1492,0.0474649,0.0492015
0.107658,1,6.92405e-310,0,0.237629,1,9.03597,11.1492,0.0467879,0.0476904
