UOV,UOV_vinegars,UOVp,UOVp_vinegars, UOV2, UOVp2_vinegars
0.907194,1,6.91084e-310,32567,0.796163,3
0.390781,1,6.91084e-310,32567,0.288452,1
0.345279,1,6.91084e-310,32567,0.233986,1
2.21551,1,6.91084e-310,32567,2.05879,7
0.799603,1,6.91084e-310,32567,0.637437,2
0.3617,1,6.91084e-310,32567,0.240835,1
0.757648,1,6.91084e-310,32567,0.649124,2
0.664866,1,6.91084e-310,32567,0.558534,2
0.655289,1,6.91084e-310,32567,0.542951,2
0.396601,1,6.91084e-310,32567,0.290763,1
1.06678,1,6.91084e-310,32567,0.959354,4
0.71281,1,6.91084e-310,32567,0.574749,2
0.368975,1,6.91084e-310,32567,0.259822,1
0.38758,1,6.91084e-310,32567,0.277703,1
0.428599,1,6.91084e-310,32567,0.322276,1
0.478778,1,6.91084e-310,32567,0.334773,1
1.27332,1,6.91084e-310,32567,1.16241,4
0.691182,1,6.91084e-310,32567,0.545573,2
1.48727,1,6.91084e-310,32567,1.36198,5
0.690997,1,6.91084e-310,32567,0.578029,2
0.596826,1,6.91084e-310,32567,0.488339,2
0.359834,1,6.91084e-310,32567,0.247236,1
0.840593,1,6.91084e-310,32567,0.731119,3
0.445911,1,6.91084e-310,32567,0.334054,1
0.407273,1,6.91084e-310,32567,0.300746,1
0.416836,1,6.91084e-310,32567,0.282171,1
0.748626,1,6.91084e-310,32567,0.627732,2
0.969495,1,6.91084e-310,32567,0.862967,3
0.737397,1,6.91084e-310,32567,0.622086,2
1.0708,1,6.91084e-310,32567,0.945136,3
0.414129,1,6.91084e-310,32567,0.305552,1
0.447542,1,6.91084e-310,32567,0.316583,1
0.679414,1,6.91084e-310,32567,0.564506,2
0.406465,1,6.91084e-310,32567,0.295096,1
0.346383,1,6.91084e-310,32567,0.235412,1
0.379459,1,6.91084e-310,32567,0.2714,1
0.436238,1,6.91084e-310,32567,0.324998,1
0.37948,1,6.91084e-310,32567,0.260694,1
1.41823,1,6.91084e-310,32567,1.30757,5
0.330907,1,6.91084e-310,32567,0.221855,1
0.394851,1,6.91084e-310,32567,0.246834,1
0.60717,1,6.91084e-310,32567,0.497927,2
0.396462,1,6.91084e-310,32567,0.269948,1
1.58878,1,6.91084e-310,32567,1.47822,7
0.604393,1,6.91084e-310,32567,0.494119,2
0.418338,1,6.91084e-310,32567,0.311742,1
0.680375,1,6.91084e-310,32567,0.567887,2
0.348443,1,6.91084e-310,32567,0.235371,1
0.363097,1,6.91084e-310,32567,0.255496,1
0.351564,1,6.91084e-310,32567,0.241082,1
0.832686,1,6.91084e-310,32567,0.723164,3
0.396416,1,6.91084e-310,32567,0.290815,1
0.420825,1,6.91084e-310,32567,0.274855,1
0.648421,1,6.91084e-310,32567,0.546027,2
0.412897,1,6.91084e-310,32567,0.306769,1
0.648872,1,6.91084e-310,32567,0.529969,2
0.634287,1,6.91084e-310,32567,0.524888,2
0.446262,1,6.91084e-310,32567,0.325071,1
0.375526,1,6.91084e-310,32567,0.268087,1
0.379946,1,6.91084e-310,32567,0.272191,1
0.347121,1,6.91084e-310,32567,0.237833,1
0.362734,1,6.91084e-310,32567,0.261334,1
0.435236,1,6.91084e-310,32567,0.327552,1
0.36149,1,6.91084e-310,32567,0.248869,1
0.393948,1,6.91084e-310,32567,0.289878,1
1.00158,1,6.91084e-310,32567,0.888225,3
0.413991,1,6.91084e-310,32567,0.274505,1
0.572502,1,6.91084e-310,32567,0.465604,2
0.530104,1,6.91084e-310,32567,0.357949,2
0.345222,1,6.91084e-310,32567,0.23254,1
0.393823,1,6.91084e-310,32567,0.289302,1
0.334235,1,6.91084e-310,32567,0.227324,1
0.680254,1,6.91084e-310,32567,0.546904,2
0.398629,1,6.91084e-310,32567,0.292444,1
0.605928,1,6.91084e-310,32567,0.494211,2
0.405775,1,6.91084e-310,32567,0.300438,1
0.409783,1,6.91084e-310,32567,0.30618,1
1.1611,1,6.91084e-310,32567,1.05249,4
0.371777,1,6.91084e-310,32567,0.258513,1
0.728495,1,6.91084e-310,32567,0.589049,2
0.5048,1,6.91084e-310,32567,0.344485,1
0.641896,1,6.91084e-310,32567,0.527647,2
0.373111,1,6.91084e-310,32567,0.258219,1
0.859938,1,6.91084e-310,32567,0.750162,3
0.378575,1,6.91084e-310,32567,0.265584,1
0.634422,1,6.91084e-310,32567,0.526591,2
0.617327,1,6.91084e-310,32567,0.503989,2
0.407544,2,6.91084e-310,32567,0.272575,1
0.425826,1,6.91084e-310,32567,0.288899,1
0.436032,1,6.91084e-310,32567,0.328412,1
0.390864,1,6.91084e-310,32567,0.283092,1
0.368513,1,6.91084e-310,32567,0.259736,1
0.666887,1,6.91084e-310,32567,0.557847,2
0.495021,2,6.91084e-310,32567,0.346669,1
0.429081,1,6.91084e-310,32567,0.318831,1
0.406374,1,6.91084e-310,32567,0.297998,1
0.424409,1,6.91084e-310,32567,0.311778,1
0.584613,1,6.91084e-310,32567,0.474955,2
0.641104,1,6.91084e-310,32567,0.523606,2
0.381843,1,6.91084e-310,32567,0.26959,1
